y_over_delta,u,u_over_ubulk
9.6499999999999997e-01,1.0898509194351835e+00,1.0914988831842274e+00
9.6750000000000003e-01,1.0898816477893754e+00,1.0915296580027685e+00
9.6999999999999997e-01,1.0899123761435674e+00,1.0915604328213098e+00
9.7250000000000003e-01,1.0899431044977592e+00,1.0915912076398508e+00
9.7499999999999998e-01,1.0899680174447968e+00,1.0916161582577595e+00
9.7750000000000004e-01,1.0899887538721504e+00,1.0916369260406684e+00
9.7999999999999998e-01,1.0900094902995043e+00,1.0916576938235774e+00
9.8250000000000004e-01,1.0900302267268582e+00,1.0916784616064863e+00
9.8499999999999999e-01,1.0900473126921963e+00,1.0916955734075153e+00
9.8750000000000004e-01,1.0900575955237783e+00,1.0917058717877686e+00
9.8999999999999999e-01,1.0900678783553603e+00,1.0917161701680218e+00
9.9250000000000005e-01,1.0900781611869421e+00,1.0917264685482750e+00
9.9500000000000000e-01,1.0900872470751655e+00,1.0917355681752714e+00
9.9750000000000005e-01,1.0900872470751655e+00,1.0917355681752714e+00
1.0000000000000000e+00,1.0900872470751655e+00,1.0917355681752714e+00
