y_over_delta,y_plus,u_plus
9.6499999999999997e-01,1.0767650081429827e+03,9.7672763258601080e+01
9.6750000000000003e-01,1.0795545547962026e+03,9.7675517142834948e+01
9.6999999999999997e-01,1.0823441014494229e+03,9.7678271027068845e+01
9.7250000000000003e-01,1.0851336481026431e+03,9.7681024911302714e+01
9.7499999999999998e-01,1.0879231947558633e+03,9.7683257617019322e+01
9.7750000000000004e-01,1.0907127414090835e+03,9.7685116021800781e+01
9.7999999999999998e-01,1.0935022880623037e+03,9.7686974426582239e+01
9.8250000000000004e-01,1.0962918347155237e+03,9.7688832831363712e+01
9.8499999999999999e-01,1.0990813813687439e+03,9.7690364080654561e+01
9.8750000000000004e-01,1.1018709280219641e+03,9.7691285631076568e+01
9.8999999999999999e-01,1.1046604746751841e+03,9.7692207181498588e+01
9.9250000000000005e-01,1.1074500213284045e+03,9.7693128731920581e+01
9.9500000000000000e-01,1.1102395679816245e+03,9.7693943011923110e+01
9.9750000000000005e-01,1.1130291146348447e+03,9.7693943011923110e+01
1.0000000000000000e+00,1.1158186612880650e+03,9.7693943011923110e+01
