iter,dt,residual,res_u,res_k,res_w,U_bulk,tau_wall,u_max,k_min,k_max,omega_min,omega_max,nu_t_nu_max
2610,1.7715610000000007e-03,1.8523715715047279e-05,6.5019742595248602e-06,1.8523715715047279e-05,2.9604623394040563e-07,1.5332023137365512e+01,9.3909058881242091e-01,1.7389644248797683e+01,1.0000000000000002e-10,2.6199909434640176e+00,6.8011804661681028e+00,3.5909221483784357e+04,6.2194260088635325e+01
2620,1.7715610000000007e-03,1.8512457956642018e-05,6.5125703646250779e-06,1.8512457956642018e-05,2.9610605189498136e-07,1.5333098663778134e+01,9.3918671736732373e-01,1.7391229215208043e+01,1.0000000000000002e-10,2.6203581199365411e+00,6.8007611567417801e+00,3.5909221483781526e+04,6.2190467115633282e+01
2630,1.7715610000000007e-03,1.8506495137244382e-05,6.5243722257201297e-06,1.8506495137244382e-05,2.9687479806311065e-07,1.5334172677445919e+01,9.3928368963569930e-01,1.7392788739264471e+01,1.0000000000000002e-10,2.6207050321602972e+00,6.8003683328891977e+00,3.5909221483778660e+04,6.2187156643559916e+01
2640,1.7715610000000007e-03,1.8502480377318080e-05,6.5365739075907035e-06,1.8502480377318080e-05,2.9857850276049734e-07,1.5335245264353134e+01,9.3938162422987515e-01,1.7394313372771911e+01,1.0000000000000002e-10,2.6210549578497084e+00,6.8000090287151940e+00,3.5909221483775633e+04,6.2184299274929458e+01
2650,1.7715610000000007e-03,1.8493576319204081e-05,6.5473246236137068e-06,1.8493576319204081e-05,3.0277296128725216e-07,1.5336316449393710e+01,9.3948056000356706e-01,1.7395800740145646e+01,1.0000000000000002e-10,2.6214533906665385e+00,6.7996889547915114e+00,3.5909221483772410e+04,6.2181546265435649e+01
2660,1.7715610000000007e-03,1.8470356175658846e-05,6.5526668760847487e-06,1.8470356175658846e-05,3.0973738815843309e-07,1.5337386176324847e+01,9.3958037735931021e-01,1.7397257228835812e+01,1.0000000000000002e-10,2.6218331567037918e+00,6.7994143113822449e+00,3.5909221483769012e+04,6.2178101013138701e+01
2670,1.7715610000000007e-03,1.8430196918404720e-05,6.5499776519123039e-06,1.8430196918404720e-05,3.1746504654951731e-07,1.5338454306203577e+01,9.3968078102342423e-01,1.7398697385422693e+01,1.0000000000000002e-10,2.6221817425400102e+00,6.7991847288176599e+00,3.5909221483765548e+04,6.2173237895303195e+01
2680,1.7715610000000007e-03,1.8382068322557377e-05,6.5412615022125865e-06,1.8382068322557377e-05,3.2281531644325137e-07,1.5339520642399119e+01,9.3978136125887490e-01,1.7400140165341142e+01,1.0000000000000002e-10,2.6225003438266095e+00,6.7989838361461139e+00,3.5909221483762121e+04,6.2167149887929199e+01
2690,1.7715610000000007e-03,1.8338549755830262e-05,6.5314829802365574e-06,1.8338549755830262e-05,3.2420442048044524e-07,1.5340584980167211e+01,9.3988172896316768e-01,1.7401603389537939e+01,1.0000000000000002e-10,2.6228093077990482e+00,6.7988063317863014e+00,3.5909221483758818e+04,6.2160083505962248e+01
2700,1.7715610000000007e-03,1.8304287171691283e-05,6.5236500776944662e-06,1.8304287171691283e-05,3.2239466358428978e-07,1.5341647164675047e+01,9.3998166381089576e-01,1.7403098211424531e+01,1.0000000000000002e-10,2.6231716775122811e+00,6.7986710377231825e+00,3.5909221483755675e+04,6.2152321031512344e+01
2710,1.7715610000000007e-03,1.8275748521890372e-05,6.5175330567812120e-06,1.8275748521890372e-05,3.1897422366622135e-07,1.5342707135171809e+01,9.4008122857929477e-01,1.7404626345059146e+01,1.0000000000000002e-10,2.6235081515344039e+00,6.7985770387462230e+00,3.5909221483752655e+04,6.2150602689212221e+01
2720,1.7715610000000007e-03,1.8249178477722674e-05,6.5126606863087827e-06,1.8249178477722674e-05,3.1553721479506963e-07,1.5343764947466076e+01,9.4018079119096154e-01,1.7406179423868242e+01,1.0000000000000002e-10,2.6238266817620377e+00,6.7985232445855797e+00,3.5909221483749701e+04,6.2155343509841110e+01
2730,1.7715610000000007e-03,1.8222232265481339e-05,6.5103633991641680e-06,1.8222232265481339e-05,3.1366424398083456e-07,1.5344820767497792e+01,9.4028094767212744e-01,1.7407741661376058e+01,1.0000000000000002e-10,2.6242346302496964e+00,6.7984898718839695e+00,3.5909221483746762e+04,6.2158935212970185e+01
2740,1.7715610000000007e-03,1.8189292788966613e-05,6.5112378848389965e-06,1.8189292788966613e-05,3.1454092360344128e-07,1.5345874828111265e+01,9.4038231800340555e-01,1.7409294101305985e+01,1.0000000000000002e-10,2.6246597260897788e+00,6.7984813786698215e+00,3.5909221483743837e+04,6.2161515760485273e+01
2750,1.7715610000000007e-03,1.8142771056868189e-05,6.5139394537808342e-06,1.8142771056868189e-05,3.1791387085180008e-07,1.5346927362621487e+01,9.4048531720300343e-01,1.7410820115855998e+01,1.0000000000000002e-10,2.6250799809114587e+00,6.7985110479930810e+00,3.5909221483740956e+04,6.2163422894718757e+01
2760,1.7715610000000007e-03,1.8083189120592477e-05,6.5171625040538370e-06,1.8083189120592477e-05,3.2241807981198200e-07,1.5347978533986346e+01,9.4058998108231640e-01,1.7412309424049685e+01,1.0000000000000002e-10,2.6254763893521962e+00,6.7985790114236746e+00,3.5909221483738191e+04,6.2164017690324414e+01
2770,1.7715610000000007e-03,1.8024062726287369e-05,6.5226194434497029e-06,1.8024062726287369e-05,3.2662102111735826e-07,1.5349028385752721e+01,9.4069592885223308e-01,1.7413759903035121e+01,1.0000000000000002e-10,2.6258412485329949e+00,6.7986883605116102e+00,3.5909221483735557e+04,6.2163335947952376e+01
2780,1.7715610000000007e-03,1.7981894915854085e-05,6.5333485499717124e-06,1.7981894915854085e-05,3.3021652048965490e-07,1.5350076825927809e+01,9.4080246703039661e-01,1.7415177194681629e+01,1.0000000000000002e-10,2.6261811070872887e+00,6.7988032421279989e+00,3.5909221483733054e+04,6.2162784935624458e+01
2790,1.7715610000000007e-03,1.7962279841154185e-05,6.5489723229197207e-06,1.7962279841154185e-05,3.3323206857942793e-07,1.5351123647281888e+01,9.4090880527089571e-01,1.7416572093854050e+01,1.0000000000000002e-10,2.6265125541706764e+00,6.7989565498649807e+00,3.5909221483730566e+04,6.2162354765715392e+01
2800,1.7715610000000007e-03,1.7958463142077024e-05,6.5641225769360994e-06,1.7958463142077024e-05,3.3590305552623500e-07,1.5352168580251826e+01,9.4101431908969158e-01,1.7417957733262533e+01,1.0000000000000002e-10,2.6268891125356619e+00,6.7991120299239620e+00,3.5909221483727975e+04,6.2162050230713298e+01
2810,1.7715610000000007e-03,1.7959194992347500e-05,6.5716526855343282e-06,1.7959194992347500e-05,3.3850871597353819e-07,1.5353211363707439e+01,9.4111876195715638e-01,1.7419346284048270e+01,1.0000000000000002e-10,2.6272263664540860e+00,6.7993166464734456e+00,3.5909221483725123e+04,6.2162025959854816e+01
2820,1.7715610000000007e-03,1.7952669956239462e-05,6.5668407905705109e-06,1.7952669956239462e-05,3.4207625573256404e-07,1.5354251811543200e+01,9.4122232921884219e-01,1.7420746807153197e+01,1.0000000000000002e-10,2.6275966858357305e+00,6.7995527113125522e+00,3.5909221483721980e+04,6.2162367436966072e+01
2830,1.7715610000000007e-03,1.7925831947594195e-05,6.5496733735045149e-06,1.7925831947594195e-05,3.4673339396623823e-07,1.5355289855341185e+01,9.4132557239347869e-01,1.7422164037833998e+01,1.0000000000000002e-10,2.6279838622169382e+00,6.7997956207499550e+00,3.5909221483718604e+04,6.2162872091321837e+01
2840,1.7715610000000007e-03,1.7871509745685981e-05,6.5252290989927862e-06,1.7871509745685981e-05,3.5088109285702663e-07,1.5356325554420698e+01,9.4142917595279463e-01,1.7423597702297791e+01,1.0000000000000002e-10,2.6283604031752019e+00,6.8000643713798299e+00,3.5909221483715170e+04,6.2163414925237809e+01
2850,1.7715610000000007e-03,1.7800800148079192e-05,6.5031062112478963e-06,1.7800800148079192e-05,3.5241348558631526e-07,1.5357359076275310e+01,9.4153372810394387e-01,1.7425042649408134e+01,1.0000000000000002e-10,2.6287147975372651e+00,6.8003630740829824e+00,3.5909221483711895e+04,6.2164076125594207e+01
2860,1.7715610000000007e-03,1.7739123052065300e-05,6.4937640248977875e-06,1.7739123052065300e-05,3.5141458511521941e-07,1.5358390654951405e+01,9.4163955197945737e-01,1.7426489042907651e+01,1.0000000000000002e-10,2.6290471132824766e+00,6.8006913175861001e+00,3.5909221483708970e+04,6.2164887839010483e+01
2870,1.7715610000000007e-03,1.7703017692920062e-05,6.5017535987026382e-06,1.7703017692920062e-05,3.5008135563406987e-07,1.5359420536803635e+01,9.4174664043015266e-01,1.7427923198027756e+01,1.0000000000000002e-10,2.6293699452894206e+00,6.8010439220924699e+00,3.5909221483706438e+04,6.2165895707217032e+01
2880,1.7715610000000007e-03,1.7687365488795284e-05,6.5238257348396465e-06,1.7687365488795284e-05,3.5044405316008112e-07,1.5360448924911184e+01,9.4185472480202836e-01,1.7429329859400447e+01,1.0000000000000002e-10,2.6297525272108513e+00,6.8014017187775568e+00,3.5909221483704197e+04,6.2167093116937458e+01
2890,1.7715610000000007e-03,1.7681986138585262e-05,6.5543587807499463e-06,1.7681986138585262e-05,3.5163273210204628e-07,1.5361475936079632e+01,9.4196343423177931e-01,1.7430695416611211e+01,1.0000000000000002e-10,2.6301817582880922e+00,6.8017915277894545e+00,3.5909221483702029e+04,6.2168292216967522e+01
2900,1.7715610000000007e-03,1.7691305101019174e-05,6.5897717474008068e-06,1.7691305101019174e-05,3.5317945944266496e-07,1.5362501578533760e+01,9.4207244198675422e-01,1.7432011956399567e+01,1.0000000000000002e-10,2.6305661953112418e+00,6.8022103881505878e+00,3.5909221483699665e+04,6.2169640086170197e+01
2910,1.7715610000000007e-03,1.7719813176414250e-05,6.6262709394308265e-06,1.7719813176414250e-05,3.5824459565103434e-07,1.5363525737054994e+01,9.4218151768682312e-01,1.7433280101339278e+01,1.0000000000000002e-10,2.6309042850128286e+00,6.8026546331116169e+00,3.5909221483696863e+04,6.2170968062652591e+01
2920,1.7715610000000007e-03,1.7741433639189154e-05,6.6432429424403694e-06,1.7741433639189154e-05,3.6969282223917250e-07,1.5364548187313336e+01,9.4229047805519506e-01,1.7434511773315204e+01,1.0000000000000002e-10,2.6312676831034754e+00,6.8031051027662368e+00,3.5909221483693596e+04,6.2172534408043056e+01
2930,1.7715610000000007e-03,1.7710066528460063e-05,6.6319523318077028e-06,1.7710066528460063e-05,3.8485938846395332e-07,1.5365568637999177e+01,9.4239910355622480e-01,1.7435730654109399e+01,1.0000000000000002e-10,2.6316427043855737e+00,6.8035685755730100e+00,3.5909221483689944e+04,6.2174239318197039e+01
2940,1.7715610000000007e-03,1.7611771401331370e-05,6.5952015280452142e-06,1.7611771401331370e-05,3.9529867409186502e-07,1.5366586774609564e+01,9.4250725149458148e-01,1.7436965772529689e+01,1.0000000000000002e-10,2.6319742317297345e+00,6.8040496484268829e+00,3.5909221483686168e+04,6.2176088367841622e+01
2950,1.7715610000000007e-03,1.7490446194136970e-05,6.5558725386719024e-06,1.7490446194136970e-05,3.9532414557609821e-07,1.5367602360401023e+01,9.4261478965492185e-01,1.7438242328179232e+01,1.0000000000000002e-10,2.6322686221123002e+00,6.8045499922008119e+00,3.5909221483682559e+04,6.2177939127774856e+01
2960,1.7715610000000007e-03,1.7403392470744434e-05,6.5344688539281747e-06,1.7403392470744434e-05,3.8813701161601492e-07,1.5368615307636276e+01,9.4272166998302531e-01,1.7439573348067768e+01,1.0000000000000002e-10,2.6325939145582211e+00,6.8050709476998517e+00,3.5909221483679343e+04,6.2179669070996013e+01
2970,1.7715610000000007e-03,1.7365888425252698e-05,6.5311692260515642e-06,1.7365888425252698e-05,3.8043595619691407e-07,1.5369625716415680e+01,9.4282811085224749e-01,1.7440955778528323e+01,1.0000000000000002e-10,2.6329731794779834e+00,6.8056074470450181e+00,3.5909221483676578e+04,6.2180527092641178e+01
2980,1.7715610000000007e-03,1.7352468774540265e-05,6.5354305389063572e-06,1.7352468774540265e-05,3.7574594190823839e-07,1.5370633886047619e+01,9.4293470404916602e-01,1.7442368953289535e+01,1.0000000000000002e-10,2.6333303863842095e+00,6.8061473669853552e+00,3.5909221483674155e+04,6.2180629015271911e+01
2990,1.7715610000000007e-03,1.7339776609485963e-05,6.5457876402536967e-06,1.7339776609485963e-05,3.7320376587856717e-07,1.5371640264048986e+01,9.4304230379016529e-01,1.7443778372621324e+01,1.0000000000000002e-10,2.6336628352221294e+00,6.8067071071292267e+00,3.5909221483671863e+04,6.2180106042460508e+01
3000,1.7715610000000007e-03,1.7329024929019908e-05,6.5686618581309807e-06,1.7329024929019908e-05,3.7142066439193067e-07,1.5372645314544505e+01,9.4315171070025572e-01,1.7445147069793393e+01,1.0000000000000002e-10,2.6340986045893868e+00,6.8072858866579775e+00,3.5909221483669484e+04,6.2179100706115761e+01
3010,1.7715610000000007e-03,1.7322249586114540e-05,6.6029588364948768e-06,1.7322249586114540e-05,3.7324084313899394e-07,1.5373649360285070e+01,9.4326331586070211e-01,1.7446448445278659e+01,1.0000000000000002e-10,2.6344828011759196e+00,6.8078832478842726e+00,3.5909221483666894e+04,6.2178755638363526e+01
3020,1.7715610000000007e-03,1.7301581235322665e-05,6.6333565989935292e-06,1.7301581235322665e-05,3.8315697540213772e-07,1.5374652469756480e+01,9.4337683818402163e-01,1.7447674743547914e+01,1.0000000000000002e-10,2.6348980590721203e+00,6.8084916774449686e+00,3.5909221483664078e+04,6.2185076801360026e+01
3030,1.7715610000000007e-03,1.7251631900447096e-05,6.6430942969397844e-06,1.7251631900447096e-05,3.9915261506728373e-07,1.5375654407915265e+01,9.4349122608136293e-01,1.7448839955699430e+01,1.0000000000000002e-10,2.6352690927725968e+00,6.8091034414979879e+00,3.5909221483661153e+04,6.2191142256399239e+01
3040,1.7715610000000007e-03,1.7182898013679679e-05,6.6307464649653498e-06,1.7182898013679679e-05,4.1391081340979943e-07,1.5376654656876935e+01,9.4360487423464989e-01,1.7449977675172629e+01,1.0000000000000002e-10,2.6355887839691197e+00,6.8097320598543174e+00,3.5909221483658228e+04,6.2196625523419762e+01
3050,1.7715610000000007e-03,1.7115991075609924e-05,6.6092979588501331e-06,1.7115991075609924e-05,4.2031135122644204e-07,1.5377652550845490e+01,9.4371620095550302e-01,1.7451131486322932e+01,1.0000000000000002e-10,2.6359684808745469e+00,6.8103773703499879e+00,3.5909221483655361e+04,6.2201386971533651e+01
3060,1.7715610000000007e-03,1.7057195740320199e-05,6.5887228576295711e-06,1.7057195740320199e-05,4.1638955652669331e-07,1.5378647509604514e+01,9.4382435509952700e-01,1.7452338809585278e+01,1.0000000000000002e-10,2.6363453845103186e+00,6.8110398567435686e+00,3.5909221483652560e+04,6.2205365073893908e+01
3070,1.7715610000000007e-03,1.7007817707133062e-05,6.5710187428644122e-06,1.7007817707133062e-05,4.0675409041685993e-07,1.5379639247446185e+01,9.4392963826259191e-01,1.7453617555077404e+01,1.0000000000000002e-10,2.6366588726259557e+00,6.8117066889828424e+00,3.5909221483649744e+04,6.2208526557437274e+01
3080,1.7715610000000007e-03,1.6981773605954035e-05,6.5590160790036285e-06,1.6981773605954035e-05,3.9807232552038907e-07,1.5380627867260337e+01,9.4403347999280030e-01,1.7454962080011207e+01,1.0000000000000002e-10,2.6369184710803841e+00,6.8123855367071968e+00,3.5909221483646877e+04,6.2211286044797589e+01
3090,1.7715610000000007e-03,1.6980776408134372e-05,6.5577569934815478e-06,1.6980776408134372e-05,3.9578872668605879e-07,1.5381613852456002e+01,9.4413806748492968e-01,1.7456345652576687e+01,1.0000000000000002e-10,2.6373109470050529e+00,6.8130841059991019e+00,3.5909221483643953e+04,6.2214021741836461e+01
3100,1.7715610000000007e-03,1.6967110514118638e-05,6.5643121931079887e-06,1.6967110514118638e-05,4.0038891984475337e-07,1.5382597937121707e+01,9.4424556468237986e-01,1.7457727720092624e+01,1.0000000000000002e-10,2.6377171585733956e+00,6.8137668906288216e+00,3.5909221483641093e+04,6.2216922638068660e+01
3110,1.7715610000000007e-03,1.6902298349887732e-05,6.5702033805859115e-06,1.6902298349887732e-05,4.0658748169183598e-07,1.5383580855326587e+01,9.4435713878220451e-01,1.7459067406047634e+01,1.0000000000000002e-10,2.6380938083205647e+00,6.8144794198309047e+00,3.5909221483638437e+04,6.2219995104757615e+01
3120,1.7715610000000007e-03,1.6805066032300412e-05,6.5801802703895436e-06,1.6805066032300412e-05,4.1147940392438509e-07,1.5384563086020915e+01,9.4447243172907136e-01,1.7460336934561813e+01,1.0000000000000002e-10,2.6384366679816349e+00,6.8151962551334950e+00,3.5909221483636124e+04,6.2223298180359784e+01
3130,1.7715610000000007e-03,1.6736684619316943e-05,6.6111583497288387e-06,1.6736684619316943e-05,4.1769332499169412e-07,1.5385544712386825e+01,9.4458971647614709e-01,1.7461528214989691e+01,1.0000000000000002e-10,2.6387851926325361e+00,6.8159174453960851e+00,3.5909221483634145e+04,6.2226657933123512e+01
3140,1.7715610000000007e-03,1.6733643316144093e-05,6.6695954763884533e-06,1.6733643316144093e-05,4.2682161769738181e-07,1.5386525404895455e+01,9.4470653283343109e-01,1.7462653240173278e+01,1.0000000000000002e-10,2.6392749908666246e+00,6.8166516330958968e+00,3.5909221483632318e+04,6.2229910870642279e+01
3150,1.7715610000000007e-03,1.6782657736921754e-05,6.7370786878656403e-06,1.6782657736921754e-05,4.3692384637201978e-07,1.5387504516783672e+01,9.4482061335754297e-01,1.7463739447955458e+01,1.0000000000000002e-10,2.6397034726632080e+00,6.8173984374243144e+00,3.5909221483630296e+04,6.2233242302132020e+01
3160,1.7715610000000007e-03,1.6853117774695418e-05,6.7827253399399685e-06,1.6853117774695418e-05,4.4688553711214055e-07,1.5388481282036302e+01,9.4493078456348867e-01,1.7464822045171541e+01,1.0000000000000002e-10,2.6400351727009164e+00,6.8181576251559086e+00,3.5909221483627756e+04,6.2236688734043383e+01
3170,1.7715610000000007e-03,1.6906362291910983e-05,6.7860161963885457e-06,1.6906362291910983e-05,4.5932132241127774e-07,1.5389455061967654e+01,9.4503744342220497e-01,1.7465934097200154e+01,1.0000000000000002e-10,2.6402842589479398e+00,6.8189166604152369e+00,3.5909221483624540e+04,6.2240305849154815e+01
3180,1.7715610000000007e-03,1.6884864269214128e-05,6.7501957923512275e-06,1.6884864269214128e-05,4.7323391611439209e-07,1.5390425546340301e+01,9.4514228188199967e-01,1.7467097184877542e+01,1.0000000000000002e-10,2.6405903040405718e+00,6.8196819492276113e+00,3.5909221483620793e+04,6.2243851749071503e+01
3190,1.7715610000000007e-03,1.6767916357523147e-05,6.7011283658587893e-06,1.6767916357523147e-05,4.8151260463014164e-07,1.5391392821721334e+01,9.4524739277963798e-01,1.7468317248741183e+01,1.0000000000000002e-10,2.6409533906743996e+00,6.8204618881514492e+00,3.5909221483616944e+04,6.2247397638455375e+01
3200,1.7715610000000007e-03,1.6635320611505680e-05,6.6747337110232178e-06,1.6635320611505680e-05,4.8077527707432631e-07,1.5392357317761910e+01,9.4535442928170133e-01,1.7469585453277993e+01,1.0000000000000002e-10,2.6412725855794896e+00,6.8212539891903212e+00,3.5909221483613510e+04,6.2251065525907208e+01
3210,1.7715610000000007e-03,1.6590558822299194e-05,6.6873957617954790e-06,1.6590558822299194e-05,4.7879508330814109e-07,1.5393319699959434e+01,9.4546417247835846e-01,1.7470879552473278e+01,1.0000000000000002e-10,2.6416728515131163e+00,6.8220511333788876e+00,3.5909221483610876e+04,6.2254910437424478e+01
